date,time,day_of_week,temperature,humidity,weather,occupancy,number_of_appliances_used,total_energy_kwh,tariff_rs_per_kwh,total_electricity_bill_rs
2023-01-02,06:00:00,Monday,25.60412881077355,75,cloudy,4,4,1.2405889515795914,5.43,6.74
2023-01-02,06:30:00,Monday,27.071705116680914,45,rainy,2,3,1.2946292125588945,5.44,2.35
2023-01-02,07:00:00,Monday,22.46832512996986,76,windy,1,1,0.27957951458776986,5.12,1.43
2023-01-02,07:30:00,Monday,22.018966879596647,68,cloudy,5,6,1.6360073900639518,5.45,8.92
2023-01-02,08:00:00,Monday,32.06262911197099,50,cloudy,5,6,6.302259902822029,7.09,44.68
2023-01-02,08:30:00,Monday,34.78120014285412,91,sunny,2,2,0.4039051204415552,6.49,26.21
2023-01-02,09:00:00,Monday,27.63994939209833,94,cloudy,3,5,4.240305162781095,5.98,25.36
2023-01-02,09:30:00,Monday,33.01766448946012,52,windy,3,4,2.4958777235765774,5.76,14.38
2023-01-02,10:00:00,Monday,29.80818012523817,50,sunny,4,5,4.706751102372864,5.57,26.22
2023-01-02,10:30:00,Monday,24.77440122697438,77,rainy,5,5,2.9438764665681516,6.17,18.16
2023-01-02,11:00:00,Monday,29.80697802754207,90,sunny,2,4,3.2498020328823785,5.51,17.91
2023-01-02,11:30:00,Monday,35.690182832329846,64,sunny,1,2,2.978492343839777,6.34,18.88
2023-01-02,12:00:00,Monday,27.820869804450243,54,rainy,3,3,2.3810451098688024,5.82,13.86
2023-01-02,12:30:00,Monday,35.82321827907003,92,sunny,2,3,4.069052549420925,6.17,25.11
2023-01-02,13:00:00,Monday,18.0,52,sunny,4,4,4.444404317120574,6.0,26.67
2023-01-02,13:30:00,Monday,32.10951252187612,81,rainy,4,4,3.1489671849413168,6.16,19.4
2023-01-02,14:00:00,Monday,28.435235341190857,72,cloudy,5,7,6.796993641299162,6.57,44.66
2023-01-02,14:30:00,Monday,26.504963247670663,52,cloudy,4,4,4.8356372141532304,5.7,27.56
2023-01-02,15:00:00,Monday,28.45880388267751,77,windy,4,6,2.717942008519928,6.39,17.37
2023-01-02,15:30:00,Monday,18.062155426995538,92,rainy,3,3,1.989966655785178,5.23,10.41
2023-01-02,16:00:00,Monday,26.90164056081244,63,rainy,3,3,2.0281452692077124,6.07,12.31
2023-01-02,16:30:00,Monday,29.78556285755873,59,cloudy,4,5,16.882230626833056,7.05,39.67
2023-01-02,17:00:00,Monday,35.38947022370758,83,cloudy,5,7,6.985175990606814,7.58,52.95
2023-01-02,17:30:00,Monday,25.40864890863176,56,sunny,3,4,3.1191932055496503,5.71,17.81
2023-01-02,18:00:00,Monday,23.95753198553406,89,sunny,3,5,3.4862972556798524,6.34,22.1
2023-01-02,18:30:00,Monday,25.491214782077318,63,windy,4,6,2.808698537586889,5.57,15.64
2023-01-02,19:00:00,Monday,32.57701058851037,65,sunny,5,6,5.880873275423995,7.52,44.22
2023-01-02,19:30:00,Monday,29.643755548298422,79,sunny,4,6,5.253406800461431,7.58,39.82
2023-01-02,20:00:00,Monday,25.351198981164806,71,rainy,1,3,0.7556732057650961,5.4,4.08
2023-01-02,20:30:00,Monday,30.56633716556678,68,windy,1,2,1.3288484882058944,5.17,6.87
2023-01-02,21:00:00,Monday,28.4853877467402,53,sunny,5,7,6.2384786578919345,6.64,41.42
2023-01-02,21:30:00,Monday,32.84322495266444,76,cloudy,1,2,2.8686840051532223,6.01,17.24
2023-01-02,22:00:00,Monday,24.489734530613237,61,sunny,5,5,5.447765298193758,7.3,39.77
2023-01-02,22:30:00,Monday,26.361689267011158,73,rainy,1,2,1.0132035962719708,5.42,5.49
2023-01-02,23:00:00,Monday,26.039459234339212,66,rainy,2,4,0.4611323438839106,5.27,2.43
2023-01-02,23:30:00,Monday,20.682425259339407,67,sunny,3,3,1.1171428532814622,5.29,5.91
2023-01-03,00:00:00,Tuesday,29.48060138532288,61,windy,4,4,0.8166784660634607,5.47,4.47
2023-01-03,00:30:00,Tuesday,29.305276360899448,82,cloudy,5,5,1.7137976829254764,5.06,8.67
2023-01-03,01:00:00,Tuesday,28.025567283212304,42,sunny,1,2,0.4129504619569979,5.19,2.14
2023-01-03,01:30:00,Tuesday,26.827064333124266,61,sunny,2,3,0.6868565488827768,5.24,3.6
2023-01-03,02:00:00,Tuesday,20.92314628974793,87,sunny,1,1,0.44779379382980666,5.33,2.39
2023-01-03,02:30:00,Tuesday,25.896773386173205,60,cloudy,2,4,0.7810688117703937,5.08,3.97
2023-01-03,03:00:00,Tuesday,26.286427417366152,55,sunny,4,6,1.40188095122609,5.44,7.63
2023-01-03,03:30:00,Tuesday,23.988613653891903,48,sunny,3,3,0.9428509447412208,5.19,4.89
2023-01-03,04:00:00,Tuesday,27.193571441669953,52,rainy,3,5,0.6076227330460227,5.13,3.12
2023-01-03,04:30:00,Tuesday,30.020254284072692,49,sunny,2,4,0.9434179726856083,5.31,5.01
2023-01-03,05:00:00,Tuesday,37.43092950605265,88,sunny,1,2,0.9497387048060524,5.1,4.84
2023-01-03,05:30:00,Tuesday,28.872889064159196,60,rainy,3,5,0.6394247263068605,5.19,3.32
2023-01-03,06:00:00,Tuesday,29.28775195361382,88,sunny,1,2,0.7105304993834426,5.44,3.87
2023-01-03,06:30:00,Tuesday,27.627770421169163,81,cloudy,5,5,1.7143982396761417,5.4,9.26
2023-01-03,07:00:00,Tuesday,18.406143923504793,79,windy,1,3,0.23649315504581148,5.17,1.22
2023-01-03,07:30:00,Tuesday,27.867430622753915,46,rainy,5,7,0.8797870978737351,5.23,4.6
2023-01-03,08:00:00,Tuesday,28.301151049705133,85,rainy,5,6,3.2115424086466033,6.01,19.3
2023-01-03,08:30:00,Tuesday,40.0,61,cloudy,3,4,5.721735026763993,7.18,41.08
2023-01-03,09:00:00,Tuesday,27.038195176094387,57,cloudy,5,5,5.518605620294851,6.86,37.86
2023-01-03,09:30:00,Tuesday,29.507736711668063,60,sunny,1,1,2.334993663421016,6.04,14.1
2023-01-03,10:00:00,Tuesday,27.826441151473784,90,sunny,4,6,4.893151867064103,6.28,30.73
2023-01-03,10:30:00,Tuesday,22.15660981190234,89,cloudy,1,2,1.4090264919255882,5.36,7.55
2023-01-03,11:00:00,Tuesday,33.7141140725751,53,sunny,2,3,3.542558635041467,6.45,22.85
2023-01-03,11:30:00,Tuesday,31.759665163433873,49,rainy,2,4,1.9361848235172499,5.15,9.97
2023-01-03,12:00:00,Tuesday,31.955159735215233,72,cloudy,1,2,1.9951337505638238,5.35,10.67
2023-01-03,12:30:00,Tuesday,23.453062726026303,48,sunny,2,3,2.57680995993843,6.45,16.62
2023-01-03,13:00:00,Tuesday,35.013971554680495,57,cloudy,4,5,5.592522542263411,6.62,37.02
2023-01-03,13:30:00,Tuesday,20.990744686038596,52,cloudy,2,3,2.5692292474183542,6.07,15.6
2023-01-03,14:00:00,Tuesday,30.934285469001352,56,sunny,3,5,0.4336107865204706,6.48,28.1
2023-01-03,14:30:00,Tuesday,38.952278129049894,62,cloudy,4,4,7.294502499716116,6.58,48.0
2023-01-03,15:00:00,Tuesday,23.04731837434656,64,sunny,3,3,3.9078167985499657,5.87,22.94
2023-01-03,15:30:00,Tuesday,25.16851135198614,93,cloudy,3,5,3.4360552565383946,5.59,19.21
2023-01-03,16:00:00,Tuesday,28.498256825438204,55,cloudy,4,4,4.911836903094775,6.09,29.91
2023-01-03,16:30:00,Tuesday,25.482621729419005,63,rainy,3,4,1.7110557880057453,5.43,9.29
2023-01-03,17:00:00,Tuesday,20.246682844669337,70,sunny,2,4,2.7205535612381273,5.75,15.64
2023-01-03,17:30:00,Tuesday,28.342814874030136,50,sunny,1,1,1.4616485783788904,5.13,7.5
2023-01-03,18:00:00,Tuesday,22.688481431369475,62,windy,4,5,2.1893626675602857,6.03,13.2
2023-01-03,18:30:00,Tuesday,30.36796215317591,80,rainy,1,1,1.121258850904141,5.2,5.83
2023-01-03,19:00:00,Tuesday,23.402878828830985,78,rainy,4,6,2.1713513604104544,6.33,13.74
2023-01-03,19:30:00,Tuesday,35.7496720250877,61,windy,4,4,3.5800128548157115,5.64,20.19
2023-01-03,20:00:00,Tuesday,24.083733538318814,72,rainy,3,3,1.8034210425349482,5.46,9.85
2023-01-03,20:30:00,Tuesday,26.38969241897162,80,sunny,1,1,1.2061027114424752,5.41,6.53
2023-01-03,21:00:00,Tuesday,32.06758608684835,81,cloudy,2,4,3.095650416208439,5.52,17.09
2023-01-03,21:30:00,Tuesday,21.845678417830225,87,windy,1,2,0.7296439585685841,5.17,3.77
2023-01-03,22:00:00,Tuesday,29.137299673020646,92,sunny,4,6,5.0171507116266,7.59,38.08
2023-01-03,22:30:00,Tuesday,34.53571377141214,57,rainy,2,2,1.822330557095781,5.43,9.9
2023-01-03,23:00:00,Tuesday,19.96258382719386,53,windy,3,5,0.5732565503563438,5.27,3.02
2023-01-03,23:30:00,Tuesday,28.92316929266152,67,sunny,2,2,0.9420647188501678,5.29,4.98
2023-01-04,00:00:00,Wednesday,29.299413971242117,50,sunny,2,3,1.0815201421314493,5.08,5.49
2023-01-04,00:30:00,Wednesday,31.90911435888655,63,rainy,1,2,0.3969316321014495,5.41,2.15
2023-01-04,01:00:00,Wednesday,21.81524644560959,75,sunny,4,4,1.3717581460258867,5.08,6.97
2023-01-04,01:30:00,Wednesday,21.397716934578618,58,rainy,4,6,0.762704345252636,5.34,4.07
2023-01-04,02:00:00,Wednesday,30.60970782808449,52,cloudy,4,4,1.463700213187629,5.09,7.45
2023-01-04,02:30:00,Wednesday,29.48492336616593,72,sunny,5,7,1.9298107427223319,5.24,10.11
2023-01-04,03:00:00,Wednesday,29.252464251729382,92,cloudy,3,5,1.1274880769707338,5.21,5.87
2023-01-04,03:30:00,Wednesday,29.732241047484877,58,sunny,1,1,0.5668303001243947,5.23,2.96
2023-01-04,04:00:00,Wednesday,24.599876392107547,86,sunny,4,5,1.4966493261147351,5.31,7.95
2023-01-04,04:30:00,Wednesday,29.161268485805017,91,sunny,2,3,1.0396266632806659,5.1,5.3
2023-01-04,05:00:00,Wednesday,29.465362366493405,71,cloudy,5,7,1.910491492757702,5.14,9.82
2023-01-04,05:30:00,Wednesday,24.42824290986816,54,sunny,3,3,0.9416872760860993,5.09,4.79
2023-01-04,06:00:00,Wednesday,37.328872555723784,50,sunny,4,4,2.1709701058515214,6.16,13.37
2023-01-04,06:30:00,Wednesday,30.36916460455894,62,windy,5,5,1.0094614792225478,5.06,5.11
2023-01-04,07:00:00,Wednesday,22.043482513986756,44,windy,3,4,0.49956008843749444,5.34,2.67
2023-01-04,07:30:00,Wednesday,31.28276804316915,61,sunny,2,3,0.9800689427521645,5.49,5.38
2023-01-04,08:00:00,Wednesday,23.126591648863393,81,sunny,5,7,5.653728676677365,7.56,42.74
2023-01-04,08:30:00,Wednesday,31.93542301871226,57,cloudy,1,2,2.382429772687625,5.83,13.89
2023-01-04,09:00:00,Wednesday,33.79297789503702,46,cloudy,3,4,4.8197863478029355,5.72,27.57
2023-01-04,09:30:00,Wednesday,23.89658840824145,72,windy,5,5,2.813995170832764,6.46,18.18
2023-01-04,10:00:00,Wednesday,32.816880646221605,42,sunny,5,5,7.375260538699444,7.03,51.85
2023-01-04,10:30:00,Wednesday,30.06390463468249,67,sunny,3,4,3.772779668947483,5.86,22.11
2023-01-04,11:00:00,Wednesday,32.11030079997245,40,cloudy,5,7,6.573778463604761,6.66,43.78
2023-01-04,11:30:00,Wednesday,37.48396491326974,88,rainy,5,5,3.954884906266741,5.67,22.42
2023-01-04,12:00:00,Wednesday,26.773059419985646,86,cloudy,3,5,3.710745849416324,6.24,23.16
2023-01-04,12:30:00,Wednesday,24.23131917821255,76,cloudy,2,3,2.1062308481435346,5.71,12.03
2023-01-04,13:00:00,Wednesday,23.552427851872384,61,rainy,1,2,0.6701296479982918,5.12,3.43
2023-01-04,13:30:00,Wednesday,23.920948575172808,87,sunny,3,3,2.9341363331555264,5.83,17.11
2023-01-04,14:00:00,Wednesday,27.614491452929478,83,rainy,4,4,2.638877643231473,6.41,16.92
2023-01-04,14:30:00,Wednesday,29.70575987408322,58,sunny,5,5,7.156190919289695,7.21,51.6
2023-01-04,15:00:00,Wednesday,29.383453996650097,53,rainy,1,1,1.0429052155516982,5.4,5.63
2023-01-04,15:30:00,Wednesday,32.13591624518012,42,windy,1,2,1.358582081221854,5.37,7.3
2023-01-04,16:00:00,Wednesday,28.065009459389536,58,rainy,3,4,1.9261978649017013,5.48,10.56
2023-01-04,16:30:00,Wednesday,35.26767038578659,72,sunny,4,4,5.443736464685084,7.32,39.85
2023-01-04,17:00:00,Wednesday,26.67671583381022,60,rainy,4,6,2.25560074484837,5.63,12.7
2023-01-04,17:30:00,Wednesday,40.0,40,sunny,2,2,4.123775370425478,5.71,23.55
2023-01-04,18:00:00,Wednesday,31.12833673882503,65,sunny,4,4,5.485526904580614,7.34,40.26
2023-01-04,18:30:00,Wednesday,23.714212217918586,49,cloudy,3,3,3.261556903929556,5.72,18.66
2023-01-04,19:00:00,Wednesday,22.64553750969444,74,cloudy,1,3,1.7259549238192569,5.42,9.35
2023-01-04,19:30:00,Wednesday,30.412362076215928,52,rainy,1,1,1.0747639194144136,5.44,5.85
2023-01-04,20:00:00,Wednesday,26.882686073370746,45,rainy,4,5,2.3646651135721837,5.92,14.0
2023-01-04,20:30:00,Wednesday,31.57000247046046,82,sunny,5,7,6.386509321914333,6.96,44.45
2023-01-04,21:00:00,Wednesday,30.366188122867726,45,sunny,2,3,2.922716526323313,5.63,16.45
2023-01-04,21:30:00,Wednesday,27.635855436715637,74,sunny,4,6,4.449913338477146,6.44,28.66
2023-01-04,22:00:00,Wednesday,23.766031409657977,55,cloudy,3,5,3.556608471700867,5.99,21.3
2023-01-04,22:30:00,Wednesday,20.425763876570677,80,cloudy,2,2,2.129089571859571,6.21,13.22
2023-01-04,23:00:00,Wednesday,25.767425239664895,47,windy,4,5,0.8022056550611152,5.11,4.1
2023-01-04,23:30:00,Wednesday,32.28199397161736,42,cloudy,2,4,1.1378354830914608,5.29,6.02
2023-01-05,00:00:00,Thursday,29.07046872065102,44,rainy,5,6,0.9717354637971901,5.4,5.25
2023-01-05,00:30:00,Thursday,21.771306106440058,60,sunny,3,5,0.9931556119582601,5.32,5.28
2023-01-05,01:00:00,Thursday,28.86590462925591,70,sunny,4,4,1.6271700633079607,5.21,8.48
2023-01-05,01:30:00,Thursday,29.926586898644185,53,cloudy,1,3,0.4910027689069334,5.32,2.61
2023-01-05,02:00:00,Thursday,23.580712818994336,76,rainy,3,4,0.6061776985313412,5.5,3.33
2023-01-05,02:30:00,Thursday,28.76862552972764,58,cloudy,5,6,1.917183326919404,5.35,10.26
2023-01-05,03:00:00,Thursday,28.29104359223,76,rainy,5,6,0.9653179025683164,5.27,5.09
2023-01-05,03:30:00,Thursday,22.285148510846884,92,windy,1,2,0.28671995730337413,5.43,1.56
2023-01-05,04:00:00,Thursday,29.788936801741418,59,sunny,3,5,1.1766856929314193,5.26,6.19
2023-01-05,04:30:00,Thursday,30.80392263184117,91,sunny,4,6,1.638496270473433,5.25,8.6
2023-01-05,05:00:00,Thursday,33.41525621587638,41,cloudy,1,3,0.7677010070499636,5.3,4.07
2023-01-05,05:30:00,Thursday,33.26901026017451,46,sunny,4,6,1.8191566054803552,5.19,9.44
2023-01-05,06:00:00,Thursday,21.111653160214544,72,cloudy,2,2,0.6677681474337136,5.07,3.39
2023-01-05,06:30:00,Thursday,23.310874800424386,92,sunny,4,6,1.2377187812602435,5.21,6.45
2023-01-05,07:00:00,Thursday,30.5751763360433,89,cloudy,2,2,0.8528034048191633,5.38,4.59
2023-01-05,07:30:00,Thursday,30.568929754561044,81,sunny,4,6,1.638983347898539,5.26,8.62
2023-01-05,08:00:00,Thursday,30.575238431530238,45,sunny,2,4,3.482907754897094,6.36,22.15
2023-01-05,08:30:00,Thursday,40.0,46,cloudy,3,5,5.773266292767857,6.72,38.8
2023-01-05,09:00:00,Thursday,30.854452553465833,83,sunny,5,5,7.055632488385356,6.77,47.77
2023-01-05,09:30:00,Thursday,33.677828200902994,57,sunny,3,5,4.983114435304522,6.15,30.65
2023-01-05,10:00:00,Thursday,32.770008817466014,82,cloudy,1,3,2.8054427362084007,6.32,17.73
2023-01-05,10:30:00,Thursday,31.25695625652899,93,windy,3,5,2.5603617800672342,6.2,15.87
2023-01-05,11:00:00,Thursday,26.42365377679827,68,sunny,3,4,3.3783624735688673,5.95,20.1
2023-01-05,11:30:00,Thursday,31.794846102466337,58,sunny,5,6,6.132530119460404,7.55,46.3
2023-01-05,12:00:00,Thursday,24.13587392731214,64,cloudy,3,4,3.8573685065787124,6.18,23.84
2023-01-05,12:30:00,Thursday,26.815906966299956,43,cloudy,1,1,1.9483316492798766,5.42,10.56
2023-01-05,13:00:00,Thursday,25.573182260854484,90,windy,3,5,1.6599606764688664,5.46,9.06
2023-01-05,13:30:00,Thursday,28.409370696931614,52,sunny,3,3,4.269638920244949,6.03,25.75
2023-01-05,14:00:00,Thursday,39.573292833367546,71,rainy,3,5,0.26662125355403415,6.09,16.24
2023-01-05,14:30:00,Thursday,18.66367403704126,66,sunny,3,3,3.391588238483347,6.17,20.93
2023-01-05,15:00:00,Thursday,31.43130095187257,90,sunny,5,6,5.908169668612329,7.66,45.26
2023-01-05,15:30:00,Thursday,19.936420644051744,73,sunny,5,7,5.509262564804738,7.46,41.1
2023-01-05,16:00:00,Thursday,25.640340671052833,67,sunny,1,2,1.4096309801358013,5.06,7.13
2023-01-05,16:30:00,Thursday,33.44475298483683,48,rainy,1,2,1.4929863613241428,5.24,7.82
2023-01-05,17:00:00,Thursday,28.321400095477316,47,sunny,1,3,1.6677386994954433,5.44,9.07
2023-01-05,17:30:00,Thursday,22.61127611035347,60,cloudy,3,3,3.387060227613984,5.55,18.8
2023-01-05,18:00:00,Thursday,24.42348145370016,85,cloudy,4,5,4.850296221738427,6.13,29.73
2023-01-05,18:30:00,Thursday,31.39798874467338,69,sunny,3,4,4.587489717480654,6.45,29.59
2023-01-05,19:00:00,Thursday,24.34816684141432,68,cloudy,4,6,4.909158566189682,5.82,28.57
2023-01-05,19:30:00,Thursday,29.082292947909874,48,windy,1,3,1.0362671176040492,5.37,5.56
2023-01-05,20:00:00,Thursday,28.22785919951907,52,rainy,3,3,1.8421454080383908,5.18,9.54
2023-01-05,20:30:00,Thursday,24.741998261970913,57,sunny,1,2,1.4265344028968603,5.33,7.6
2023-01-05,21:00:00,Thursday,38.719720446626624,77,sunny,5,6,8.286556160521622,7.62,63.14
2023-01-05,21:30:00,Thursday,31.169595111590056,94,sunny,1,1,2.174567312323799,5.88,12.79
2023-01-05,22:00:00,Thursday,18.0,61,rainy,3,5,1.743305505787668,5.48,9.55
2023-01-05,22:30:00,Thursday,28.93227157384714,70,sunny,5,7,5.559996699016483,6.96,38.7
2023-01-05,23:00:00,Thursday,24.69106767615806,74,rainy,5,7,0.07673029703289162,5.22,4.01
2023-01-05,23:30:00,Thursday,32.26216667398112,81,sunny,4,4,1.7017836285149217,5.39,9.17
2023-01-06,00:00:00,Friday,24.037396307836495,81,rainy,2,4,0.3224753250189412,5.21,1.68
2023-01-06,00:30:00,Friday,27.426317792665504,49,rainy,5,7,0.8717496018024112,5.19,4.52
2023-01-06,01:00:00,Friday,30.524936394902287,48,sunny,2,2,0.9189513793161908,5.13,4.71
2023-01-06,01:30:00,Friday,32.32877597085061,70,rainy,1,2,0.4231114412738344,5.08,2.15
2023-01-06,02:00:00,Friday,21.998517964721117,83,rainy,1,2,0.19531584620441408,5.43,1.06
2023-01-06,02:30:00,Friday,26.327493820795258,79,cloudy,5,5,1.824178253214964,5.26,9.6
2023-01-06,03:00:00,Friday,25.62527344419522,63,cloudy,4,6,1.3652577248639193,5.34,7.29
2023-01-06,03:30:00,Friday,24.73335383713144,80,rainy,1,3,0.15543799168767058,5.26,0.82
2023-01-06,04:00:00,Friday,36.82727120140548,88,windy,2,3,0.6150335548288948,5.21,3.2
2023-01-06,04:30:00,Friday,30.024908554804778,47,cloudy,5,7,1.784128223054488,5.23,9.33
2023-01-06,05:00:00,Friday,21.695580228324772,89,sunny,5,6,1.4949914802179445,5.08,7.59
2023-01-06,05:30:00,Friday,32.58930973527388,59,sunny,4,5,1.8789748224019127,5.35,10.05
2023-01-06,06:00:00,Friday,38.610780985063165,56,sunny,5,7,1.9773540206724092,5.28,10.44
2023-01-06,06:30:00,Friday,33.16232630275574,67,sunny,3,4,1.4573146831664034,5.07,7.39
2023-01-06,07:00:00,Friday,20.403150170229935,45,rainy,2,3,0.4144191688129394,5.33,2.21
2023-01-06,07:30:00,Friday,25.578829635668743,81,rainy,3,3,0.056766080665544096,5.14,2.92
2023-01-06,08:00:00,Friday,34.334555745933116,72,cloudy,3,5,4.809166017779639,5.65,27.17
2023-01-06,08:30:00,Friday,24.461652671906094,67,sunny,2,2,2.1690424497851057,6.48,14.06
2023-01-06,09:00:00,Friday,30.219097140731144,92,rainy,5,7,3.2319565100946206,5.59,18.07
2023-01-06,09:30:00,Friday,31.873170267146683,40,rainy,5,7,3.6605604674167513,6.23,22.81
2023-01-06,10:00:00,Friday,23.365347642109583,80,windy,3,5,1.810702742800622,5.36,9.71
2023-01-06,10:30:00,Friday,27.702373219691,91,sunny,2,4,2.796259929399631,6.03,16.86
